MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label,Filename
-512.3565,170.41241,-15.006256,-7.7645054,29.934443,23.643415,5.31034,6.0992208,5.7691216,11.826407,4.461168,4.14137,5.9961348,Tc,111_1b2_Tc_sc_Meditron.wav
-507.4975,174.04555,-10.786607,-2.842598,30.498781,22.72282,0.17013337,-4.9924293,0.03934474,16.31567,5.354746,-2.6380243,2.162914,Tc,111_1b3_Tc_sc_Meditron.wav
-375.31305,106.772705,54.880833,25.955832,25.087896,29.828972,28.958855,27.339031,25.951185,20.25311,11.747087,5.9803324,4.2583904,Ar,112_1b1_Ar_sc_Meditron.wav
-385.5203,121.69014,51.485817,13.848569,15.829815,23.942703,23.399565,23.458332,25.048176,19.55347,9.277829,3.8314753,4.2666683,Lr,112_1b1_Lr_sc_Meditron.wav
-576.9886,74.04232,60.54047,44.989635,31.574593,22.501844,18.71254,19.119038,21.114674,22.548573,22.49557,20.713423,17.343155,Ll,112_1p1_Ll_sc_Litt3200.wav
-525.7318,96.281265,70.832115,43.39657,21.864948,11.192632,11.364601,17.677725,24.177734,27.191998,26.133137,22.19662,16.856138,Pl,112_1p1_Pl_sc_Litt3200.wav
-533.38007,90.64723,70.12973,45.329586,24.304409,12.05522,9.671077,14.404316,21.268782,25.961437,26.73876,24.07081,19.456142,Pr,112_1p1_Pr_sc_Litt3200.wav
-455.58832,74.60985,54.85477,34.70302,21.559734,15.818451,14.4292555,14.977438,16.224506,17.065178,16.566761,14.638603,11.843302,Al,113_1b1_Al_sc_Litt3200.wav
-461.75418,85.475685,54.528122,28.092443,15.686277,12.748328,12.303813,12.297286,13.4305525,14.909195,14.831841,12.922242,10.353758,Ar,113_1b1_Ar_sc_Litt3200.wav
-458.66776,90.77527,69.776024,46.88205,29.508015,19.415922,15.440423,15.773608,18.164822,20.187014,20.196657,17.900988,14.062273,Ll,113_1b1_Ll_sc_Litt3200.wav
-446.76328,86.83182,63.88598,38.581852,19.4316,9.273272,7.2489443,10.691072,16.00871,20.048445,21.319483,19.964525,16.925125,Lr,113_1b1_Lr_sc_Litt3200.wav
-425.7533,81.502815,59.67776,36.369503,19.934298,11.927375,10.000558,11.791083,15.532976,19.119682,20.573751,19.31998,16.146873,Pl,113_1b1_Pl_sc_Litt3200.wav
-508.85245,94.69241,64.832085,36.295,19.171307,11.692937,9.294579,10.832,15.613956,20.15398,21.048326,18.49996,14.687174,Pr,113_1b1_Pr_sc_Litt3200.wav
-309.1729,193.54718,8.781124,6.9724293,19.058067,15.280678,20.767017,12.086305,9.753419,16.659964,8.330061,0.5938781,9.199317,Al,114_1b4_Al_mc_AKGC417L.wav
-299.66467,187.26791,53.270042,27.12139,17.41457,7.240291,-5.153401,-2.9688673,7.2709045,0.41924056,5.445573,14.240545,0.038603302,Ar,114_1b4_Ar_mc_AKGC417L.wav
-429.1256,155.27267,37.598015,9.4858885,21.276445,21.928991,16.992718,10.742215,13.065106,21.216606,12.785702,0.2689447,6.0369925,Lr,114_1b4_Lr_mc_AKGC417L.wav
-342.03424,155.47829,82.27695,36.81399,20.424824,13.654677,10.157293,7.7784104,7.4022994,8.670514,6.7432,3.7791736,4.6691647,Pl,114_1b4_Pl_mc_AKGC417L.wav
-393.5681,173.05269,62.586956,19.845371,17.143742,13.717835,9.953922,7.5778375,10.993749,15.785455,10.477727,4.6952696,8.413177,Pr,114_1b4_Pr_mc_AKGC417L.wav
-432.79807,92.96917,58.061977,38.29899,32.59676,26.660034,16.511717,11.076615,11.98127,11.348443,7.177184,6.5213842,9.88148,Ar,115_1b1_Ar_sc_Meditron.wav
-568.68365,144.89406,63.220963,29.27153,24.989647,28.912308,26.052511,18.716698,13.528952,11.339723,8.79902,8.098989,8.255105,Pl,116_1b2_Pl_sc_Meditron.wav
-538.5202,171.81924,39.359047,-0.56331855,1.12038,5.7816854,0.45576146,13.637281,22.067816,18.70189,2.858555,4.2060475,9.739317,Tc,116_1b2_Tc_sc_Meditron.wav
-624.199,152.79092,48.62494,25.55544,7.6178517,13.126967,9.695146,13.863582,11.333772,15.96815,11.515223,11.373378,4.8768826,Tc,117_1b2_Tc_mc_LittC2SE.wav
-633.81445,145.87733,50.8265,29.600285,8.252663,9.929641,8.090023,12.624379,9.889925,10.350499,6.9046655,9.824747,8.590428,Tc,117_1b3_Tc_mc_LittC2SE.wav
-418.63666,135.87067,87.26474,39.08763,9.307608,-1.1912299,0.12523393,6.1933165,12.587969,16.524788,16.893053,14.746638,11.843251,Al,118_1b1_Al_sc_Litt3200.wav
-412.35904,138.86893,82.98048,31.890438,6.386082,2.5932198,6.956658,11.208172,13.85015,14.807213,13.5254545,10.803924,8.575755,Ar,118_1b1_Ar_sc_Litt3200.wav
-429.61374,106.98793,75.66282,42.4308,18.879423,7.670441,6.4656754,11.419384,18.077532,22.403307,22.439053,18.910053,13.93945,Ll,118_1b1_Ll_sc_Litt3200.wav
-432.35147,65.36711,47.575024,30.495634,20.114052,15.620625,14.719117,16.750868,20.571112,23.20821,22.607813,19.86416,17.118193,Lr,118_1b1_Lr_sc_Litt3200.wav
-427.5506,132.2917,88.353226,47.94507,22.420876,9.74383,5.9386134,9.339289,16.127365,20.20131,19.203762,15.8770075,12.507627,Pl,118_1b1_Pl_sc_Litt3200.wav
-426.06998,130.66916,80.5672,39.31785,18.742493,7.8105483,0.38333556,2.3975081,14.449372,25.103867,25.409521,18.850664,12.769889,Pr,118_1b1_Pr_sc_Litt3200.wav
-594.9758,101.69493,48.295376,32.598995,28.484201,28.262419,19.807192,15.440965,7.733288,11.730066,4.9407673,9.843025,0.94314206,Ar,119_1b1_Ar_sc_Meditron.wav
-418.241,123.096565,61.12136,25.46059,22.118654,26.084948,25.871838,26.940256,27.298803,19.930082,9.220802,4.576511,5.7950954,Al,120_1b1_Al_sc_Meditron.wav
-419.1759,98.48415,60.6743,30.602228,20.956236,26.303347,33.683468,35.00708,29.244087,19.385983,9.489686,3.144279,2.296762,Ar,120_1b1_Ar_sc_Meditron.wav
-419.45615,114.33596,45.10163,13.233169,24.261675,37.33198,33.172035,25.568687,23.391647,19.739845,11.920716,5.7744355,3.9115007,Lr,120_1b1_Lr_sc_Meditron.wav
-425.0012,112.907074,49.28897,15.246121,21.239141,34.881588,33.584232,25.160074,21.356441,19.845137,15.087695,8.829776,5.0090156,Pl,120_1b1_Pl_sc_Meditron.wav
-377.28632,115.754654,37.42379,2.4144197,17.241295,34.75728,32.220474,26.310488,27.005997,23.67554,12.365859,3.6449192,3.2962012,Pr,120_1b1_Pr_sc_Meditron.wav
-393.38538,165.47969,13.391015,-9.895914,24.553394,16.90666,-6.667437,-0.33341601,18.453392,13.818409,-3.580771,0.8830193,16.246817,Tc,121_1b1_Tc_sc_Meditron.wav
-374.7003,156.43484,18.062302,-8.488974,26.16028,25.848558,3.7811053,4.2422304,16.767427,17.182293,8.468654,6.4951205,12.43445,Tc,121_1p1_Tc_sc_Meditron.wav
-520.63965,110.49766,48.91353,41.55161,32.265102,26.776274,21.15686,18.492836,15.973821,13.884246,11.669247,10.701865,9.048951,Al,122_2b1_Al_mc_LittC2SE.wav
-506.32574,107.78443,56.18525,40.401257,33.436848,26.413559,23.924139,21.683813,19.1731,16.31975,13.267967,11.414427,11.110546,Ar,122_2b1_Ar_mc_LittC2SE.wav
-453.11847,119.673775,57.499775,26.489279,17.188953,14.797525,18.233675,23.15613,23.819454,19.609734,12.88786,7.350124,4.538021,Tc,122_2b1_Tc_mc_LittC2SE.wav
-525.1567,110.78405,53.97755,41.813316,33.640167,26.629635,22.48793,19.041777,16.478914,13.344586,10.670227,9.1994505,8.552675,Al,122_2b2_Al_mc_LittC2SE.wav
-486.3798,98.97258,63.40024,41.14674,32.218956,27.54243,23.751713,21.428665,19.005844,15.845652,12.471564,10.383598,9.841228,Ar,122_2b2_Ar_mc_LittC2SE.wav
-452.91696,126.90682,61.58443,28.551594,15.387336,11.264003,16.932055,22.953661,24.013233,20.17347,12.930306,6.559945,3.9128418,Tc,122_2b2_Tc_mc_LittC2SE.wav
-516.7615,118.201355,58.984524,41.865967,34.028923,26.166656,21.052528,17.138462,16.071268,13.827967,9.995958,7.282043,6.452501,Al,122_2b3_Al_mc_LittC2SE.wav
-477.2975,104.85525,68.14306,43.21024,32.638012,27.742529,23.95231,21.855286,19.83605,16.689949,12.614636,9.526542,8.440716,Ar,122_2b3_Ar_mc_LittC2SE.wav
-424.2505,139.49101,67.39465,25.749039,12.622227,10.136511,12.24667,17.390398,20.99528,20.022022,13.3880625,5.4099045,1.9247929,Tc,122_2b3_Tc_mc_LittC2SE.wav
-440.1654,68.62991,59.85256,51.904823,44.7845,37.898533,31.503893,25.92191,21.28253,17.485386,14.569336,12.416498,10.931927,Al,123_1b1_Al_sc_Meditron.wav
-419.15326,119.231865,76.13807,34.358356,10.436012,3.4979465,4.7603874,8.462755,13.020957,17.01886,18.268536,16.070427,12.028017,Al,124_1b1_Al_sc_Litt3200.wav
-435.49274,94.17614,63.26565,32.849125,14.614462,8.587059,9.330487,12.488939,15.82754,17.944319,18.09242,16.559494,14.156381,Ar,124_1b1_Ar_sc_Litt3200.wav
-447.81802,75.98996,58.83291,40.489285,26.375889,17.756401,14.207364,14.398097,16.338158,18.24404,19.0193,18.227036,15.979393,Ll,124_1b1_Ll_sc_Litt3200.wav
-449.65286,69.08407,50.353893,32.972027,20.94323,14.7089615,13.171636,14.843217,17.853645,20.114029,20.268244,18.481726,15.67756,Lr,124_1b1_Lr_sc_Litt3200.wav
-416.1664,102.986145,69.02196,33.721966,10.54793,1.6849326,2.6010127,8.272913,14.786438,18.974215,19.475777,17.3835,14.358196,Pl,124_1b1_Pl_sc_Litt3200.wav
-409.0497,97.61531,72.45322,43.386223,20.086649,6.84348,3.489682,7.2836084,13.963018,19.214516,20.627762,18.347197,13.944313,Pr,124_1b1_Pr_sc_Litt3200.wav
-370.89755,150.67204,16.416168,8.035373,30.516533,19.620695,5.779686,1.6777744,11.150068,20.894295,12.215228,4.86427,10.495968,Tc,125_1b1_Tc_sc_Meditron.wav
-519.3046,130.46365,41.995472,32.883915,38.806248,34.639133,15.614731,4.2269173,10.120229,17.238455,7.2711143,0.44825336,6.2958307,Al,126_1b1_Al_sc_Meditron.wav
-471.8529,108.07601,41.09783,41.327,28.54068,29.320156,19.227737,16.545143,11.369376,11.958053,8.227566,10.21625,7.3002815,Ar,127_1b1_Ar_sc_Meditron.wav
-628.1886,148.26923,47.99525,25.061892,5.660837,11.040942,9.4443655,15.48008,12.600869,13.855319,8.190107,8.061761,5.4486203,Tc,128_1b3_Tc_mc_LittC2SE.wav
-545.783,112.16344,63.256195,35.928955,34.92163,35.88926,25.948702,14.992412,11.498961,10.535481,7.8994513,7.124885,9.545021,Ar,129_1b1_Ar_sc_Meditron.wav
-384.68097,131.48918,63.288864,42.109653,34.04717,29.307455,21.961712,15.112067,13.372502,14.446863,13.923091,11.464088,10.249655,Al,130_1p2_Al_mc_AKGC417L.wav
-457.23856,108.484695,78.720184,52.91196,37.318256,30.003328,24.40158,18.263006,12.755987,9.605743,8.51478,8.274354,7.698009,Ar,130_1p2_Ar_mc_AKGC417L.wav
-302.45294,106.79334,47.525944,41.852707,29.39677,30.92153,20.359226,18.993803,16.839218,15.257129,13.265864,11.599908,8.98492,Ll,130_1p2_Ll_mc_AKGC417L.wav
-300.02225,126.7296,47.616184,36.49036,22.024193,23.503618,14.168699,17.785826,16.795782,12.813325,9.163964,7.928589,4.949916,Lr,130_1p2_Lr_mc_AKGC417L.wav
-314.8874,139.10349,79.550354,44.74851,31.518742,24.250717,18.16165,14.552727,12.142669,10.7951975,9.933118,9.140709,8.125907,Pl,130_1p2_Pl_mc_AKGC417L.wav
-383.82364,105.036575,72.078575,54.10688,43.580532,34.99613,28.200369,22.579676,18.117779,14.853528,12.333538,9.891335,8.450299,Pr,130_1p2_Pr_mc_AKGC417L.wav
-270.34186,137.28749,21.957468,26.751343,26.794538,22.980347,14.577092,8.661571,7.199325,6.6605,15.919835,16.446445,11.81805,Tc,130_1p2_Tc_mc_AKGC417L.wav
-369.92303,136.99431,61.897503,35.625908,35.646843,33.59292,24.55097,15.746476,13.374472,14.647032,14.370971,11.593655,8.945819,Al,130_1p3_Al_mc_AKGC417L.wav
-406.7306,117.81862,74.44241,43.64307,32.81866,29.841043,23.005713,14.821022,10.79139,11.275436,12.455839,12.053898,9.542527,Ar,130_1p3_Ar_mc_AKGC417L.wav
-296.4865,110.1339,47.377502,39.806545,29.371685,29.030771,18.973509,17.184187,17.049715,16.679977,15.999372,12.447067,8.745482,Ll,130_1p3_Ll_mc_AKGC417L.wav
-260.09705,161.60323,41.13992,18.949526,14.118956,22.021103,14.068919,13.867809,9.664084,11.610337,10.972641,7.284447,1.6986092,Lr,130_1p3_Lr_mc_AKGC417L.wav
-255.92389,159.0791,65.505325,38.008358,27.26755,19.639708,10.94037,5.9257236,6.1728125,8.449219,9.367718,8.789383,8.32263,Pl,130_1p3_Pl_mc_AKGC417L.wav
-275.80408,150.39442,67.68118,27.06072,16.52721,13.358971,11.270999,11.081183,13.725264,15.708873,14.04755,12.077372,10.249086,Pr,130_1p3_Pr_mc_AKGC417L.wav
-203.30258,134.78629,-0.10065728,29.557405,18.051779,21.248732,9.39603,7.498679,6.8305383,13.918392,23.777206,19.431921,10.630626,Tc,130_1p3_Tc_mc_AKGC417L.wav
-310.1019,143.77069,56.39776,26.643778,32.82907,33.014286,22.63466,15.081901,14.804125,16.292442,14.729511,10.9760895,6.3781137,Al,130_1p4_Al_mc_AKGC417L.wav
-390.96194,125.52379,69.44432,35.638756,30.638828,30.735298,21.65522,12.931739,13.035547,16.304754,14.793602,9.945637,6.852951,Ar,130_1p4_Ar_mc_AKGC417L.wav
-283.49603,111.113655,43.46534,37.64545,27.857836,32.61762,19.682034,16.764294,17.97397,18.696665,17.659283,11.592758,5.741801,Ll,130_1p4_Ll_mc_AKGC417L.wav
-181.46803,140.05417,41.5658,34.475506,27.19767,31.666252,17.75516,14.329907,12.968447,15.459648,13.499186,8.112774,3.6568215,Lr,130_1p4_Lr_mc_AKGC417L.wav
-278.71048,159.23694,70.739,31.289412,22.716835,18.514387,10.444716,8.033731,11.985745,15.74253,13.820496,10.588714,7.56538,Pl,130_1p4_Pl_mc_AKGC417L.wav
-254.89888,161.61658,66.14741,28.036818,18.447731,13.282401,8.510392,7.230063,8.23286,9.475407,9.134614,8.505692,7.350936,Pr,130_1p4_Pr_mc_AKGC417L.wav
-212.5775,91.258835,-35.04658,37.303246,18.300467,12.89416,-9.510353,6.3938737,2.9170432,16.032137,19.774088,14.870436,6.886974,Tc,130_1p4_Tc_mc_AKGC417L.wav
-363.17563,120.41771,65.32188,40.602905,36.384594,31.824406,23.749048,18.245636,15.874739,13.491149,10.524584,9.595986,9.6069565,Al,130_2b2_Al_mc_AKGC417L.wav
-400.68015,142.68805,48.686718,31.936396,35.361477,37.92941,25.548746,18.165335,15.756114,14.319434,9.967673,7.9742827,7.6818194,Ar,130_2b2_Ar_mc_AKGC417L.wav
-367.25378,104.168175,46.33008,40.714153,27.05241,29.35624,18.423931,17.49598,12.652297,11.41784,10.182635,9.977549,6.7070856,Ll,130_2b2_Ll_mc_AKGC417L.wav
-397.06174,113.92797,53.143536,37.382687,29.9922,31.215405,22.934467,17.997538,16.300869,11.475605,13.457669,10.26119,9.092943,Lr,130_2b2_Lr_mc_AKGC417L.wav
-330.59818,132.87791,72.22102,54.723663,34.75213,27.081633,17.686043,14.573679,10.679083,8.76432,8.009095,6.901322,5.2836604,Pl,130_2b2_Pl_mc_AKGC417L.wav
-363.1093,110.41623,80.63185,54.395924,36.62124,26.07701,19.736963,15.93604,13.391491,11.197186,9.294816,7.600934,6.025027,Pr,130_2b2_Pr_mc_AKGC417L.wav
-402.66864,142.97255,36.824776,21.51769,35.323624,25.57307,13.2051,6.367874,13.301693,19.89937,8.404007,0.5357287,5.932683,Tc,130_2b2_Tc_mc_AKGC417L.wav
-362.5253,126.400505,64.117546,39.388996,36.32764,31.990906,23.64174,17.306458,15.429656,13.371335,9.960151,8.651091,9.756586,Al,130_2b3_Al_mc_AKGC417L.wav
-387.26044,138.31088,52.355057,29.109356,38.485756,39.076675,27.135742,17.91969,15.809363,14.455,11.242069,8.919155,8.511843,Ar,130_2b3_Ar_mc_AKGC417L.wav
-422.25925,106.25087,48.933926,41.926136,28.714066,31.035337,19.974934,18.201479,13.449399,12.267355,11.264936,10.224583,6.9809666,Ll,130_2b3_Ll_mc_AKGC417L.wav
-393.62897,123.599075,51.37016,32.243088,23.03669,28.441687,21.797394,18.813606,16.33451,10.100446,11.269428,10.115704,10.276458,Lr,130_2b3_Lr_mc_AKGC417L.wav
-412.59705,133.93706,77.69437,55.30111,36.767784,25.845646,17.885693,13.447907,10.825085,8.331069,7.5429907,6.6866407,5.837506,Pl,130_2b3_Pl_mc_AKGC417L.wav
-370.1472,122.96921,83.515686,53.386707,35.703274,26.106377,20.27398,16.776413,13.676218,11.399189,9.679875,8.101575,6.5088334,Pr,130_2b3_Pr_mc_AKGC417L.wav
-436.2785,157.08318,15.508323,27.791172,31.9542,22.388762,15.936553,2.6755912,12.345888,26.936144,11.207734,-4.690435,6.0261755,Tc,130_2b3_Tc_mc_AKGC417L.wav
-362.30777,127.29313,59.41785,37.599213,36.421192,33.10748,23.989454,16.865362,15.40352,13.482207,9.550534,7.927505,8.912304,Al,130_2b4_Al_mc_AKGC417L.wav
-391.61386,148.35046,44.99727,29.827776,34.305035,39.45888,25.6639,17.05656,14.333489,15.894398,12.317915,7.804843,8.36532,Ar,130_2b4_Ar_mc_AKGC417L.wav
